Domicilio,Facultad,Municipio,Pais,Provincia,Universidad,index,lat,lng
Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Planeamiento,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Flores,535,-34.63249,-58.46276
Mengelle 8 - Cipolletti - Río Negro ,Facultad de Planeamiento - Subsede Comahue,General Roca,ARG,Rio Negro,Universidad de Flores,537,-38.940768,-68.002598
Diagonal 80 723 - La Plata - Buenos Aires ,Facultad de Diseño y Comunicación,La Plata,ARG,Buenos Aires,Universidad del Este,541,-34.9073787,-57.9489728
Sarmiento 1565 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Artes,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Museo Social Argentino,545,-34.60544,-58.38883
Av. Perón 2085 - Yerba Buena - Tucumán ,Facultad de Ingeniería,Yerba Buena,ARG,Tucuman,Universidad del Norte Santo Tomás de Aquino,547,-26.8006333,-65.3010601
Rodriguez Peña 670 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Diseño,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,551,-34.60114,-58.39138
Paseo Dr. Descotte 750 - Mendoza - Mendoza ,Facultad de Arquitectura y Urbanismo,Mendoza,ARG,Mendoza,Universidad de Mendoza,552,-32.891485,-68.8612447
BELGRANO ESQUINA HIPOLITO YRIGOYEN 5800 - Rio Cuarto - Córdoba ,Sede Río Cuarto,Río Cuarto,ARG,Cordoba,Universidad de Mendoza,557,-33.13914,-64.35107
Bernardo de Yrigoyen 0 - San Rafael - Mendoza ,Subsede San Rafael,San Rafael,ARG,Mendoza,Universidad de Mendoza,566,-34.60617,-68.32347
Machado 854 - Moron - Buenos Aires ,"Facultad de Arquitectura, Diseño, Arte y Urbanismo",Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543
Machado 854 - Moron - Buenos Aires ,"Facultad de Informática, Ciencias de la Comunicación y Técnicas Especiales",Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543
Ecuador 931 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Arquitectura,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Palermo,579,-34.59907,-58.40603
Mario Bravo 1050 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Diseño y Comunicación,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Palermo,580,-34.59736,-58.41578
24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ,Instituto de Desarrollo Tecnológico para la Competitividad Territorial,San Miguel de Tucumán,ARG,Tucuman,Universidad de San Pablo T,595,-26.8310559,-65.204093
Salta 1968 - Posadas - Misiones ,Departamento de Diseño y Comunicación,Posadas,ARG,Misiones,Universidad Gastón Dachary,184,-27.3714972,-55.8959452
España 350 - Avellaneda - Buenos Aires ,"Departamento de Arquitectura, Diseño y Urbanismo",Avellaneda,ARG,Buenos Aires,Universidad Nacional de Avellaneda,194,-34.6628049,-58.3722248
Maximo Victoria 55 - San Fernando del Valle de Catamarca - Catamarca ,Facultad de Tecnología y Ciencias Aplicadas,San Fernando del Valle de Catamarca,ARG,Catamarca,Universidad Nacional de Catamarca,612,-28.4598536,-65.7817032
Municipio Villa Dolore Avda. San Martín 650 - Villa Dolores - Córdoba ,Centro Regional de Educación Superior-Municipio de Villa Dolores,San Javier,ARG,Cordoba,Universidad Nacional de Córdoba,613,-31.94747,-65.18789
Obispo Trejo - Centro 294 - Córdoba - Córdoba ,Colegio Nacional de Monserrat,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,614,-31.4188232,-64.1867158
Avenida Vélez Sarsfield 264 - Córdoba - Córdoba ,"Facultad de Arquitectura, Urbanismo y Diseño",Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,615,-31.4181867,-64.1879543
Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,Facultad de Artes y Diseño,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,218,-32.88299,-68.876431
Centro Univ. Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,Facultad de Ingeniería,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,621,-32.88299,-68.876431
Vergara 2222 - Hurlingham - Buenos Aires ,Instituto de Tecnología e Ingeniería,Hurlingham,ARG,Buenos Aires,Universidad Nacional de Hurlingham,623,-34.6164566,-58.6342231
29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,Departamento de Humanidades y Artes,Lanús,ARG,Buenos Aires,Universidad Nacional de Lanús,238,-34.7342286,-58.3901502
Calle 47 (esq 117) 162 - La Plata - Buenos Aires ,Facultad de Arquitectura y Urbanismo,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,628,-34.905,-57.94267
7 y 60 - - La Plata - Buenos Aires ,Facultad de Bellas Artes,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,629,-34.9079173,-57.9275317
French 3614 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Dramáticas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,447,-34.58308,-58.41166
Bartolomé Mitre 1869 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Visuales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,638,-34.60806,-58.39301
Av. Las Heras 727 - Resistencia - Chaco ,Facultad de Arquitectura y Urbanismo,San Fernando,ARG,Chaco,Universidad Nacional del Nordeste,342,-27.4632179,-58.9857119
Monteagudo 2772 - Pergamino - Buenos Aires ,Escuela de Tecnología - Sede Pergamino,Pergamino,ARG,Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,649,-33.9132385,-60.5896191
Av. Calixto Calderón 424 - Chivilcoy - Buenos Aires ,Facultad de Ingeniería - sede Chivilcoy,Chivilcoy,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,651,-34.9089043,-60.0328631
Funes (Complejo Universitario) 3350 - Mar Del Plata - Buenos Aires ,"Facultad de Arquitectura, Urbanismo y Diseño",General Pueyrredón,ARG,Buenos Aires,Universidad Nacional de Mar del Plata,370,-38.0266709,-57.620948
Carhue 832 - Obera - Misiones ,Facultad de Arte y Diseño,Oberá,ARG,Misiones,Universidad Nacional de Misiones,656,-27.48617,-55.1072
Av. Bartolomé Mitre 1891 - Moreno - Buenos Aires ,Departamento de Ciencias Aplicadas y Tecnologías,Moreno,ARG,Buenos Aires,Universidad Nacional de Moreno,658,-34.65254,-58.7772034
Roque Saenz Peña 352 - Bernal - Buenos Aires ,Departamento de Ciencia y Tecnología,Quilmes,ARG,Buenos Aires,Universidad Nacional de Quilmes,380,-34.70629,-58.27705
Boulevar Roca 989 - Rafaela - Santa Fé ,Secretaría Académica,Castellanos,ARG,Santa Fe,Universidad Nacional de Rafaela,660,-31.2533,-61.49084
San Martín 2650 - El Bolson - Río Negro ,El Bolsón - Sede Andina,Bariloche,ARG,Rio Negro,Universidad Nacional de Río Negro,666,-41.965399,-71.5358631
Riobamba 220 bis - Rosario - Santa Fé ,"Facultad de Arquitectura, Planeamiento y Diseño",Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,668,-32.9652275,-60.6300366
25 de Mayo 1405 - Barrio Gral. San Martin - Buenos Aires ,Instituto de Arquitectura y Urbanismo,25 de Mayo,ARG,Buenos Aires,Universidad Nacional de San Martín,675,-35.4322359,-60.1784329
Av. Roca 1800 - San Miguel De Tucuman - Tucumán ,Facultad de Arquitectura y Urbanismo,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,676,-26.80773,-65.25292
Bolivar 700 - San Miguel De Tucuman - Tucumán ,Facultad de Artes,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,677,-26.8398746,-65.2099272
Av. Independencia 1800 - San Miguel De Tucuman - Tucumán ,Facultad de Ciencias Exactas y Tecnología,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,678,-26.844555,-65.2296532
Arturo Jauretche 1555 - Villa María - Córdoba ,Instituto Académico Pedagógico de Ciencias Humanas,Santa María,ARG,Cordoba,Universidad Nacional de Villa María,679,-31.6504,-64.41262
Inglaterra 35 - Salliquelo - Buenos Aires ,Sede Académica Salliqueló,Salliqueló,ARG,Buenos Aires,Universidad Provincial del Sudoeste,685,-36.7545624,-62.9644276
San Martín 1171 - Campana - Buenos Aires ,Facultad Regional Delta,Campana,ARG,Buenos Aires,Universidad Tecnológica Nacional,686,-34.1787535,-58.9618508
Acuña 49 - Rafaela - Santa Fé ,Facultad Regional Rafaela,Castellanos,ARG,Santa Fe,Universidad Tecnológica Nacional,687,-31.24796,-61.46983
Rivadavia 1050 - San Miguel De Tucuman - Tucumán ,Facultad Regional Tucumán,San Miguel de Tucumán,ARG,Tucuman,Universidad Tecnológica Nacional,688,-26.82775,-65.21044
Av. Figueroa Alcorta 7350 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Arquitectura y Estudios Urbanos,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Torcuato Di Tella,689,-34.5478312,-58.4489132
Uriarte 2472 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Sede Central,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Escuela Superior de Economía y Administración de Empresas,690,-34.58092,-58.42301
Bartolomé Mitre 1869 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Area Transdepartamental de Crítica del Arte,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,638,-34.60806,-58.39301
Sanchez de Loria 443 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Carreras de Folklore,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,693,-34.61474,-58.41285
Bolívar 1674 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Carreras de Formación Docente,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,699,-34.62788,-58.3724
Rocamora 4141 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Audiovisuales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,707,-34.59927,-58.42267
Sanchez de Loria 443 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes del Movimiento Maria Ruanova,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,693,-34.61474,-58.41285
Avda Cordoba 2445 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Musicales y Sonoras Carlos Lopez Buchardo,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,716,-34.5994,-58.40186
Bartolomé Mitre 1869 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Visuales Prilidiano Pueyrredón,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,638,-34.60806,-58.39301
Rivadavia 2263 - Gral. Roca - Río Negro ,Departamento de Arte Dramático,General Roca,ARG,Rio Negro,Instituto Universitario Patagónico de las Artes,729,-39.05457,-67.39302
Rivadavia 2263 - Gral. Roca - Río Negro ,Departamento de Artes Audiovisuales,General Roca,ARG,Rio Negro,Instituto Universitario Patagónico de las Artes,729,-39.05457,-67.39302
Rivadavia 2263 - Gral. Roca - Río Negro ,Departamento de Artes del Movimiento,General Roca,ARG,Rio Negro,Instituto Universitario Patagónico de las Artes,729,-39.05457,-67.39302
Rivadavia 2263 - Gral. Roca - Río Negro ,Departamento de Artes Visuales,General Roca,ARG,Rio Negro,Instituto Universitario Patagónico de las Artes,729,-39.05457,-67.39302
Rivadavia 2263 - Gral. Roca - Río Negro ,Departamento de Música,General Roca,ARG,Rio Negro,Instituto Universitario Patagónico de las Artes,729,-39.05457,-67.39302
Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Artes y Ciencias Musicales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,747,-34.61572,-58.36597
Chacabuco 90 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Psicología y Relaciones Humanas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Abierta Interamericana,2,-34.60908,-58.37636
Av. Pellegrini 1816 - Rosario - Santa Fé ,Facultad de Psicología y Relaciones Humanas - Rosario,Rosario,ARG,Santa Fe,Universidad Abierta Interamericana,450,-33.0316896,-60.6372831
Mitre 147 - Concordia - Entre Ríos ,"Facultad de Humanidades, Artes y Ciencias Sociales. Sede Concordia",Concordia,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,764,-31.17621,-58.19477
San Juan 1242 - Gualeguaychu - Entre Ríos ,"Facultad de Humanidades, Artes y Ciencias Sociales. Sede Gualeguaychú",Gualeguaychú,ARG,Entre Rios,Universidad Autónoma de Entre Ríos,776,-33.005138,-58.5231421
FELIPE VELAZQUEZ 471 - San Luis - San Luis ,Facultad de Ciencias Económicas y Empresariales - Sede San Luis,Juan Martín de Pueyrredón,ARG,San Luis,Universidad Católica de Cuyo,826,-33.2982675,-66.3161083
Campo Castañares s/n - Salta - Salta ,Escuela de Educación y Perfeccionamiento Docente,Salta,ARG,Salta,Universidad Católica de Salta,94,-65.3940388,-24.7399601
Campo Castañares s/n - Salta - Salta ,Escuela Universitaria de Música,Salta,ARG,Salta,Universidad Católica de Salta,94,-65.3940388,-24.7399601
Hipólito Irigoyen 3238 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Psicología,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,845,-34.6727,-58.50476
Pasaje J M Giuffra 330 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias de la Comunicación,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Cine,846,-34.65793,-58.45649
Pasaje J M Giuffra 330 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Cinematografía,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Cine,846,-34.65793,-58.45649
Hipólito Yrigoyen 2441 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Arte y Arquitectura,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,877,-34.6094,-58.37772
Tucumán 1845 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Medicina,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,881,-34.60205,-58.39334
Marcelo T. de Alvear 1335 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Psicología y Psicopedagogía,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,882,-34.5970216,-58.3862194
Mario Bravo 1259 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias Sociales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Palermo,885,-34.595,-58.41478
Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ,Facultad de Kinesiología y Fisioterapia,Guaymallén,ARG,Mendoza,Universidad Juan Agustín Maza,900,-32.89729,-68.8119967
Avenida de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ,Facultad de Periodismo,Guaymallén,ARG,Mendoza,Universidad Juan Agustín Maza,900,-32.89729,-68.8119967
Hidalgo 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Comunicación Multimedial,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Maimónides,188,-34.61049,-58.44105
Hidalgo 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias de la Salud,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Maimónides,188,-34.61049,-58.44105
Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Cultura y Comunicación,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Metropolitana para la Educación y el Trabajo,192,-34.6059,-58.39574
España 350 - Avellaneda - Buenos Aires ,Departamento de Humanidades y Artes,Avellaneda,ARG,Buenos Aires,Universidad Nacional de Avellaneda,194,-34.6628049,-58.3722248
"Pabellón México, Ciudad Universitaria - - - Córdoba - Córdoba ",Facultad de Artes,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,909,-31.44058,-64.18771
Dr. Moreno y Fleming Sin nro. - Lavalle - Mendoza ,Facultad de Artes y Diseño - Delegación Lavalle,Lavalle,ARG,Mendoza,Universidad Nacional de Cuyo,940,-32.72243,-68.60138
Centro Univ. - Parque Gral San Martín Sin nro. - Mendoza - Mendoza ,Facultad de Ciencias Políticas y Sociales,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,941,-32.88299,-68.876431
Av. Don Pedro de Mendoza 679 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Área Transdepartamental de Artes Multimediales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,978,-34.6293037,-58.3551303
Bartolomé Mitre 1869 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Área Transdepartamental de Crítica de Artes,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,638,-34.60806,-58.39301
Sanchez de Loria 443 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Área transdepartamental de Folklore,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,693,-34.61474,-58.41285
Rocamora 4141 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Audiovisuales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,707,-34.59927,-58.42267
Sanchez de Loria 443 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes del Movimiento,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,693,-34.61474,-58.41285
Avda Cordoba 2445 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Musicales y Sonoras,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,716,-34.5994,-58.40186
9 de Julio 430 - Tandil - Buenos Aires ,Facultad de Arte,Tandil,ARG,Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,1078,-37.3278749,-59.1339978
Monseñor Esandi y Ayacucho sn - Viedma - Río Negro ,Centro Universitario Regional Zona Atlántica,Adolfo Alsina,ARG,Rio Negro,Universidad Nacional del Comahue,1080,-40.80428,-63.01009
Avenida Alem 1253 - Bahia Blanca - Buenos Aires ,Departamento de Ingeniería Eléctrica y de Computadoras,Bahía Blanca,ARG,Buenos Aires,Universidad Nacional del Sur,1089,-38.7017258,-62.2708281
España 750 - Cipolletti - Río Negro ,Cipolletti - Sede Alto Valle-Valle Medio,General Roca,ARG,Rio Negro,Universidad Nacional de Río Negro,1096,-38.933237,-67.9943799
Entre Ríos 758 - Rosario - Santa Fé ,Facultad de Humanidades y Artes,Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,1099,-32.9453593,-60.6407607
Avda. Ejercito de los Andes 950 - San Luis - San Luis ,Facultad de Ciencias Humanas,Juan Martín de Pueyrredón,ARG,San Luis,Universidad Nacional de San Luis,1215,-33.291382,-66.3379054
Ejército de los Andes 950 - San Luis - San Luis ,Instituto Politécnico y Artístico Universitario,Juan Martín de Pueyrredón,ARG,San Luis,Universidad Nacional de San Luis,1216,-33.291382,-66.3379054
Av. Roque Sáenz Peña 832 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Humanidades - Centro,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de San Martín,1218,-34.6054,-58.37839
25 de Mayo 1405 - Barrio Gral. San Martin - Buenos Aires ,Instituto de Artes Mauricio Kagel,25 de Mayo,ARG,Buenos Aires,Universidad Nacional de San Martín,675,-35.4322359,-60.1784329
Benito Quinquela Martín 1784 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Instituto de Investigaciones sobre el Patrimonio Cultural,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de San Martín,1224,-34.6439,-58.37487
