index,Universidad,Facultad,coords_o,coords_d,distance_km,ranking
4095,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.509362, -58.480199)","(-34.64042070000001, -58.601492099999994)",18.3096042636,5.0
4095,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.509362, -58.480199)","(-35.0313299, -58.06411)",69.3096200513,25.0
4096,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.507369, -58.482656000000006)","(-34.0940568, -59.0199532)",67.4427890809,23.5
4096,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.507369, -58.482656000000006)","(-34.0940568, -59.0199532)",67.4427890809,23.5
4096,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.507369, -58.482656000000006)","(-34.54684, -58.43995)",5.87751153448,1.0
4096,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.507369, -58.482656000000006)","(-34.597903, -58.397458400000005)",12.7283719349,2.0
4096,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.507369, -58.482656000000006)","(-34.68477, -58.44631)",19.9601046303,8.5
4096,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.507369, -58.482656000000006)","(-34.796310600000005, -58.27863860000001)",37.1109774926,19.0
4096,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.507369, -58.482656000000006)","(-34.6628049, -58.372224800000005)",19.9992720861,10.0
4096,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.507369, -58.482656000000006)","(-34.5208625, -58.7003265)",20.0434518442,11.0
4096,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.507369, -58.482656000000006)","(-34.6164566, -58.6342231)",18.4369328065,6.0
4096,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.507369, -58.482656000000006)","(-34.7342286, -58.3901502)",26.5577607482,14.0
4096,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.507369, -58.482656000000006)","(-34.8478691, -58.082593599999996)",52.64057141,20.0
4096,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.507369, -58.482656000000006)","(-34.8995898, -57.9386198)",66.1624137399,22.0
4096,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.507369, -58.482656000000006)","(-34.7418695, -58.372106099999996)",27.9195780846,15.5
4096,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.507369, -58.482656000000006)","(-34.7418695, -58.372106099999996)",27.9195780846,15.5
4096,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.507369, -58.482656000000006)","(-34.6652447, -58.3531077)",21.1657881584,12.0
4096,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.507369, -58.482656000000006)","(-34.61257, -58.41826)",13.0813097662,3.0
4096,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.507369, -58.482656000000006)","(-34.6160779, -58.63658050000001)",18.5734137479,7.0
4096,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.507369, -58.482656000000006)","(-34.70629, -58.27705)",29.0276149344,17.0
4096,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.507369, -58.482656000000006)","(-34.6049368, -58.564289)",13.1635465698,4.0
4096,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.507369, -58.482656000000006)","(-34.7892088, -58.525405799999994)",31.510335976,18.0
4096,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.507369, -58.482656000000006)","(-34.694951, -58.327523)",25.2094368732,13.0
4096,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.507369, -58.482656000000006)","(-34.68477, -58.44631)",19.9601046303,8.5
4096,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.507369, -58.482656000000006)","(-34.1787535, -58.96185079999999)",57.2089058388,21.0
4096,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.507369, -58.482656000000006)","(-34.64042070000001, -58.601492099999994)",18.3508713939,5.0
4096,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.507369, -58.482656000000006)","(-35.0313299, -58.06411)",69.6182169263,25.0
4097,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.526757, -58.510234999999994)","(-34.0940568, -59.0199532)",67.1204397185,23.5
4097,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.526757, -58.510234999999994)","(-34.0940568, -59.0199532)",67.1204397185,23.5
4097,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.526757, -58.510234999999994)","(-34.54684, -58.43995)",6.82593317257,1.0
4097,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.526757, -58.510234999999994)","(-34.597903, -58.397458400000005)",13.0156093504,4.0
4097,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.526757, -58.510234999999994)","(-34.68477, -58.44631)",18.4835825424,9.5
4097,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.526757, -58.510234999999994)","(-34.796310600000005, -58.27863860000001)",36.6719341858,19.0
4097,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.526757, -58.510234999999994)","(-34.6628049, -58.372224800000005)",19.6993177743,11.0
4097,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.526757, -58.510234999999994)","(-34.5208625, -58.7003265)",17.4652771944,8.0
4097,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.526757, -58.510234999999994)","(-34.6164566, -58.6342231)",15.1148347251,5.0
4097,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.526757, -58.510234999999994)","(-34.7342286, -58.3901502)",25.5140877855,14.0
4097,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.526757, -58.510234999999994)","(-34.8478691, -58.082593599999996)",52.9578701712,20.0
4097,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.526757, -58.510234999999994)","(-34.8995898, -57.9386198)",66.7273870836,22.0
4097,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.526757, -58.510234999999994)","(-34.7418695, -58.372106099999996)",27.0160468231,15.5
4097,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.526757, -58.510234999999994)","(-34.7418695, -58.372106099999996)",27.0160468231,15.5
4097,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.526757, -58.510234999999994)","(-34.6652447, -58.3531077)",21.0661212727,12.0
4097,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.526757, -58.510234999999994)","(-34.61257, -58.41826)",12.7221463064,3.0
4097,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.526757, -58.510234999999994)","(-34.6160779, -58.63658050000001)",15.2510188472,7.0
4097,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.526757, -58.510234999999994)","(-34.70629, -58.27705)",29.2234593609,18.0
4097,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.526757, -58.510234999999994)","(-34.6049368, -58.564289)",9.99105929036,2.0
4097,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.526757, -58.510234999999994)","(-34.7892088, -58.525405799999994)",29.1481063695,17.0
4097,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.526757, -58.510234999999994)","(-34.694951, -58.327523)",25.0791662019,13.0
4097,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.526757, -58.510234999999994)","(-34.68477, -58.44631)",18.4835825424,9.5
4097,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.526757, -58.510234999999994)","(-34.1787535, -58.96185079999999)",56.7146918023,21.0
4097,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.526757, -58.510234999999994)","(-34.64042070000001, -58.601492099999994)",15.1357139468,6.0
4097,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.526757, -58.510234999999994)","(-35.0313299, -58.06411)",69.2873823907,25.0
4098,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.523996999999994, -58.486509)","(-34.0940568, -59.0199532)",68.4516759003,24.5
4098,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.523996999999994, -58.486509)","(-34.0940568, -59.0199532)",68.4516759003,24.5
4098,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.523996999999994, -58.486509)","(-34.54684, -58.43995)",4.96888130156,1.0
4098,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.523996999999994, -58.486509)","(-34.597903, -58.397458400000005)",11.576080176,3.0
4098,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.523996999999994, -58.486509)","(-34.68477, -58.44631)",18.2122558497,8.5
4098,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.523996999999994, -58.486509)","(-34.796310600000005, -58.27863860000001)",35.716127602,19.0
4098,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.523996999999994, -58.486509)","(-34.6628049, -58.372224800000005)",18.6286788744,10.0
4098,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.523996999999994, -58.486509)","(-34.5208625, -58.7003265)",19.6348098723,11.0
4098,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.523996999999994, -58.486509)","(-34.6164566, -58.6342231)",16.9979680115,6.0
4098,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.523996999999994, -58.486509)","(-34.7342286, -58.3901502)",24.9395117574,14.0
4098,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.523996999999994, -58.486509)","(-34.8478691, -58.082593599999996)",51.5831848334,20.0
4098,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.523996999999994, -58.486509)","(-34.8995898, -57.9386198)",65.2315820832,22.0
4098,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.523996999999994, -58.486509)","(-34.7418695, -58.372106099999996)",26.3477269435,15.5
4098,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.523996999999994, -58.486509)","(-34.7418695, -58.372106099999996)",26.3477269435,15.5
4098,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.523996999999994, -58.486509)","(-34.6652447, -58.3531077)",19.8816682182,12.0
4098,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.523996999999994, -58.486509)","(-34.61257, -58.41826)",11.6518998611,4.0
4098,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.523996999999994, -58.486509)","(-34.6160779, -58.63658050000001)",17.1459292387,7.0
4098,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.523996999999994, -58.486509)","(-34.70629, -58.27705)",27.8922500459,17.0
4098,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.523996999999994, -58.486509)","(-34.6049368, -58.564289)",11.4703233902,2.0
4098,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.523996999999994, -58.486509)","(-34.7892088, -58.525405799999994)",29.6363568966,18.0
4098,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.523996999999994, -58.486509)","(-34.694951, -58.327523)",23.9226202052,13.0
4098,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.523996999999994, -58.486509)","(-34.68477, -58.44631)",18.2122558497,8.5
4098,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.523996999999994, -58.486509)","(-34.1787535, -58.96185079999999)",58.1311067614,21.0
4098,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.523996999999994, -58.486509)","(-34.64042070000001, -58.601492099999994)",16.6762830912,5.0
4098,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.523996999999994, -58.486509)","(-35.0313299, -58.06411)",68.2826227374,23.0
4099,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.531082, -58.520977)","(-34.0940568, -59.0199532)",66.7797025809,22.5
4099,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.531082, -58.520977)","(-34.0940568, -59.0199532)",66.7797025809,22.5
4099,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.531082, -58.520977)","(-34.54684, -58.43995)",7.64070651651,1.0
4099,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.531082, -58.520977)","(-34.597903, -58.397458400000005)",13.543774958,4.0
4099,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.531082, -58.520977)","(-34.68477, -58.44631)",18.3732354447,9.5
4099,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.531082, -58.520977)","(-34.796310600000005, -58.27863860000001)",36.8661944796,19.0
4099,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.531082, -58.520977)","(-34.6628049, -58.372224800000005)",19.9931180217,11.0
4099,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.531082, -58.520977)","(-34.5208625, -58.7003265)",16.5053216861,8.0
4099,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.531082, -58.520977)","(-34.6164566, -58.6342231)",14.0597635661,5.0
4099,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.531082, -58.520977)","(-34.7342286, -58.3901502)",25.529770852,14.0
4099,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.531082, -58.520977)","(-34.8478691, -58.082593599999996)",53.3724078232,20.0
4099,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.531082, -58.520977)","(-34.8995898, -57.9386198)",67.2083278697,24.0
4099,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.531082, -58.520977)","(-34.7418695, -58.372106099999996)",27.0759837207,15.5
4099,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.531082, -58.520977)","(-34.7418695, -58.372106099999996)",27.0759837207,15.5
4099,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.531082, -58.520977)","(-34.6652447, -58.3531077)",21.4157939789,12.0
4099,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.531082, -58.520977)","(-34.61257, -58.41826)",13.0596569793,3.0
4099,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.531082, -58.520977)","(-34.6160779, -58.63658050000001)",14.1924566695,6.0
4099,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.531082, -58.520977)","(-34.70629, -58.27705)",29.6346397827,18.0
4099,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.531082, -58.520977)","(-34.6049368, -58.564289)",9.10608374474,2.0
4099,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.531082, -58.520977)","(-34.7892088, -58.525405799999994)",28.6380104082,17.0
4099,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.531082, -58.520977)","(-34.694951, -58.327523)",25.4020966592,13.0
4099,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.531082, -58.520977)","(-34.68477, -58.44631)",18.3732354447,9.5
4099,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.531082, -58.520977)","(-34.1787535, -58.96185079999999)",56.3258165385,21.0
4099,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.531082, -58.520977)","(-34.64042070000001, -58.601492099999994)",14.2016141114,7.0
4099,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.531082, -58.520977)","(-35.0313299, -58.06411)",69.4869476662,25.0
4100,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.52879, -58.52579300000001)","(-34.0940568, -59.0199532)",66.2908448455,22.5
4100,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.52879, -58.52579300000001)","(-34.0940568, -59.0199532)",66.2908448455,22.5
4100,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.52879, -58.52579300000001)","(-34.54684, -58.43995)",8.13066826789,1.0
4100,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.52879, -58.52579300000001)","(-34.597903, -58.397458400000005)",14.0529871566,6.0
4100,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.52879, -58.52579300000001)","(-34.68477, -58.44631)",18.7765049317,9.5
4100,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.52879, -58.52579300000001)","(-34.796310600000005, -58.27863860000001)",37.3358101754,19.0
4100,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.52879, -58.52579300000001)","(-34.6628049, -58.372224800000005)",20.4811508183,11.0
4100,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.52879, -58.52579300000001)","(-34.5208625, -58.7003265)",16.0485109219,8.0
