Domicilio,Facultad,Municipio,Pais,Provincia,Universidad,index,lat,lng,coords,zona_id
Lima 717 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Arquitectura y Diseño,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina de la Empresa,22,-34.617,-58.38156,"(-34.617, -58.38156)",U00055
Bme.Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Arquitectura,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina John F. Kennedy,476,-34.6075986,-58.3889115,"(-34.6075986, -58.3889115)",U00000
Bartolomé Mitre 1411 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,"Facultad de Ciencias Sociales, Jurídicas y Humanas",Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Argentina John F. Kennedy,30,-34.60765,-58.3865,"(-34.60765, -58.3865)",U00000
Olavarría 2464 - Mar Del Plata - Buenos Aires ,Departamento de Sistemas - Sede Mar del Plata,General Pueyrredón,ARG,Buenos Aires,Universidad CAECE,74,-38.0116618,-57.5398622,"(-38.0116618, -57.539862199999995)",U00064
Av. Armada Argentina 3555 - Córdoba - Córdoba ,Facultad de Arquitectura,Córdoba,ARG,Cordoba,Universidad Católica de Córdoba,482,-31.4858262,-64.2464424,"(-31.485826199999998, -64.2464424)",U00121
50 818 - La Plata - Buenos Aires ,Facultad de Arquitectura y Diseño,La Plata,ARG,Buenos Aires,Universidad Católica de La Plata,483,-34.9189219,-57.9541807,"(-34.9189219, -57.9541807)",U00020
25 de Mayo 51 - Bernal - Buenos Aires ,Unidad Académica Bernal - Facultad de Arquitectura y Diseño,Quilmes,ARG,Buenos Aires,Universidad Católica de La Plata,489,-34.71012,-58.28246,"(-34.71012, -58.28246)",U00122
Campo Castañares s/n - Salta - Salta ,Facultad de Arquitectura y Urbanismo,Salta,ARG,Salta,Universidad Católica de Salta,94,-65.3940388,-24.7399601,"(-65.39403879999999, -24.7399601)",U00067
Campo Castañares s/n - Salta - Salta ,Facultad de Artes y Ciencias,Salta,ARG,Salta,Universidad Católica de Salta,94,-65.3940388,-24.7399601,"(-65.39403879999999, -24.7399601)",U00067
Echagüe 7151 - Santa Fe - Santa Fé ,Facultad de Arquitectura,Santa Fe,ARG,Santa Fe,Universidad Católica de Santa Fe,497,-31.6071348,-60.6708799,"(-31.6071348, -60.6708799)",U00123
Rademacher 3943 - Posadas - Misiones ,Facultad de Arquitectura - Posadas,Posadas,ARG,Misiones,Universidad Católica de Santa Fe,501,-27.3860046,-55.8963764,"(-27.386004600000003, -55.896376399999994)",U00124
Mendoza 4197 - Rosario - Santa Fé ,Facultad de Arquitectura - Rosario,Rosario,ARG,Santa Fe,Universidad Católica de Santa Fe,502,-32.943978,-60.6816,"(-32.943978, -60.6816)",U00125
Av. Alsina Y Dalmacio Vélez Sarsfield S/N - Santiago Del Estero - Santiago Del Estero ,Facultad de Ciencias para la Innovación y el Desarrollo,Santiago del Estero,ARG,Santiago Del Estero,Universidad Católica de Santiago del Estero,510,-27.79951,-64.23934,"(-27.799509999999998, -64.23934)",U00071
Belgrano 721 - Godoy Cruz - Mendoza ,Facultad de Informática y Diseño,Godoy Cruz,ARG,Mendoza,Universidad Champagnat,512,-32.9175552,-68.8430566,"(-32.917555199999995, -68.8430566)",U00126
Zabala 1837 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Arquitectura y Urbanismo,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Belgrano,110,-34.5645538,-58.4441269,"(-34.56455379999999, -58.4441269)",U00005
Federico Lacroze 1947 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ingeniería Y Tecnología Informática,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Belgrano,517,-34.5657843,-58.443185,"(-34.5657843, -58.443185)",U00005
Intendente Güiraldes 2160 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Arquitectura Diseño y Urbanismo,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Buenos Aires,442,-34.54684,-58.43995,"(-34.54684, -58.43995)",U00118
Paraguay 1401 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Ciencias de la Comunicación,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Ciencias Empresariales y Sociales,124,-34.5983,-58.38711,"(-34.5983, -58.38711)",U00010
Roma 650 - Olivos - Buenos Aires ,UCES Olivos,Vicente López,ARG,Buenos Aires,Universidad de Ciencias Empresariales y Sociales,527,-34.50255,-58.48491,"(-34.50255, -58.48491)",U00127
Chile 343 - San Isidro - Buenos Aires ,UCES San Isidro,San Isidro,ARG,Buenos Aires,Universidad de Ciencias Empresariales y Sociales,529,-34.4653777,-58.5171637,"(-34.4653777, -58.5171637)",U00128
Tucumán 2731 2731 - Santa Fe - Santa Fé ,Centro Regional Santa Fe,Santa Fe,ARG,Santa Fe,Universidad de Concepción del Uruguay,530,-31.6463729,-60.7084544,"(-31.6463729, -60.7084544)",U00129
8 de junio 552 - Concepcion Del Uruguay - Entre Ríos ,Facultad de Arquitectura y Urbanismo,Uruguay,ARG,Entre Rios,Universidad de Concepción del Uruguay,531,-32.482044,-58.2302012,"(-32.482044, -58.230201199999996)",U00003
Pedernera 275 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Planeamiento,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Flores,535,-34.63249,-58.46276,"(-34.632490000000004, -58.462759999999996)",U00130
Mengelle 8 - Cipolletti - Río Negro ,Facultad de Planeamiento - Subsede Comahue,General Roca,ARG,Rio Negro,Universidad de Flores,537,-38.940768,-68.002598,"(-38.940768, -68.00259799999999)",U00131
Diagonal 80 723 - La Plata - Buenos Aires ,Facultad de Diseño y Comunicación,La Plata,ARG,Buenos Aires,Universidad del Este,541,-34.9073787,-57.9489728,"(-34.9073787, -57.9489728)",U00132
Sarmiento 1565 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Artes,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Museo Social Argentino,545,-34.60544,-58.38883,"(-34.60544, -58.388830000000006)",U00000
Av. Perón 2085 - Yerba Buena - Tucumán ,Facultad de Ingeniería,Yerba Buena,ARG,Tucuman,Universidad del Norte Santo Tomás de Aquino,547,-26.8006333,-65.3010601,"(-26.800633299999998, -65.3010601)",U00133
Rodriguez Peña 670 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Diseño,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad del Salvador,551,-34.60114,-58.39138,"(-34.60114, -58.391380000000005)",U00000
Paseo Dr. Descotte 750 - Mendoza - Mendoza ,Facultad de Arquitectura y Urbanismo,Mendoza,ARG,Mendoza,Universidad de Mendoza,552,-32.891485,-68.8612447,"(-32.891484999999996, -68.8612447)",U00014
BELGRANO ESQUINA HIPOLITO YRIGOYEN 5800 - Rio Cuarto - Córdoba ,Sede Río Cuarto,Río Cuarto,ARG,Cordoba,Universidad de Mendoza,557,-33.13914,-64.35107,"(-33.139140000000005, -64.35106999999999)",U00134
Bernardo de Yrigoyen 0 - San Rafael - Mendoza ,Subsede San Rafael,San Rafael,ARG,Mendoza,Universidad de Mendoza,566,-34.60617,-68.32347,"(-34.60617, -68.32347)",U00135
Machado 854 - Moron - Buenos Aires ,"Facultad de Arquitectura, Diseño, Arte y Urbanismo",Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543,"(-34.646414799999995, -58.62045429999999)",U00022
Machado 854 - Moron - Buenos Aires ,"Facultad de Informática, Ciencias de la Comunicación y Técnicas Especiales",Morón,ARG,Buenos Aires,Universidad de Morón,162,-34.6464148,-58.6204543,"(-34.646414799999995, -58.62045429999999)",U00022
Ecuador 931 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Arquitectura,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Palermo,579,-34.59907,-58.40603,"(-34.599070000000005, -58.40603)",U00136
Mario Bravo 1050 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Diseño y Comunicación,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad de Palermo,580,-34.59736,-58.41578,"(-34.597359999999995, -58.415780000000005)",U00031
24 de Septiembre 476 - San Miguel De Tucuman - Tucumán ,Instituto de Desarrollo Tecnológico para la Competitividad Territorial,San Miguel de Tucumán,ARG,Tucuman,Universidad de San Pablo T,595,-26.8310559,-65.204093,"(-26.8310559, -65.204093)",U00137
Salta 1968 - Posadas - Misiones ,Departamento de Diseño y Comunicación,Posadas,ARG,Misiones,Universidad Gastón Dachary,184,-27.3714972,-55.8959452,"(-27.3714972, -55.89594520000001)",U00023
España 350 - Avellaneda - Buenos Aires ,"Departamento de Arquitectura, Diseño y Urbanismo",Avellaneda,ARG,Buenos Aires,Universidad Nacional de Avellaneda,194,-34.6628049,-58.3722248,"(-34.6628049, -58.372224800000005)",U00081
Maximo Victoria 55 - San Fernando del Valle de Catamarca - Catamarca ,Facultad de Tecnología y Ciencias Aplicadas,San Fernando del Valle de Catamarca,ARG,Catamarca,Universidad Nacional de Catamarca,612,-28.4598536,-65.7817032,"(-28.459853600000002, -65.7817032)",U00024
Municipio Villa Dolore Avda. San Martín 650 - Villa Dolores - Córdoba ,Centro Regional de Educación Superior-Municipio de Villa Dolores,San Javier,ARG,Cordoba,Universidad Nacional de Córdoba,613,-31.94747,-65.18789,"(-31.947470000000003, -65.18789)",U00138
Obispo Trejo - Centro 294 - Córdoba - Córdoba ,Colegio Nacional de Monserrat,Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,614,-31.4188232,-64.1867158,"(-31.418823200000002, -64.18671579999999)",U00007
Avenida Vélez Sarsfield 264 - Córdoba - Córdoba ,"Facultad de Arquitectura, Urbanismo y Diseño",Córdoba,ARG,Cordoba,Universidad Nacional de Córdoba,615,-31.4181867,-64.1879543,"(-31.418186699999996, -64.1879543)",U00007
Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,Facultad de Artes y Diseño,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,218,-32.881753,-68.876431,"(-32.881753, -68.87643100000001)",U00084
Centro Univ. Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,Facultad de Ingeniería,Mendoza,ARG,Mendoza,Universidad Nacional de Cuyo,621,-32.881753,-68.876431,"(-32.881753, -68.87643100000001)",U00084
Vergara 2222 - Hurlingham - Buenos Aires ,Instituto de Tecnología e Ingeniería,Hurlingham,ARG,Buenos Aires,Universidad Nacional de Hurlingham,623,-34.6164566,-58.6342231,"(-34.6164566, -58.6342231)",U00032
29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,Departamento de Humanidades y Artes,Lanús,ARG,Buenos Aires,Universidad Nacional de Lanús,238,-34.7342286,-58.3901502,"(-34.7342286, -58.3901502)",U00089
Calle 47 (esq 117) 162 - La Plata - Buenos Aires ,Facultad de Arquitectura y Urbanismo,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,628,-34.905,-57.94267,"(-34.905, -57.94266999999999)",U00033
7 y 60 - - La Plata - Buenos Aires ,Facultad de Bellas Artes,La Plata,ARG,Buenos Aires,Universidad Nacional de La Plata,629,-34.9079173,-57.9275317,"(-34.907917299999994, -57.9275317)",U00139
French 3614 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Dramáticas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,447,-34.58308,-58.41166,"(-34.583079999999995, -58.41166)",U00120
Bartolomé Mitre 1869 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Visuales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Nacional de las Artes,638,-34.60806,-58.39301,"(-34.608059999999995, -58.39301)",U00012
Av. Las Heras 727 - Resistencia - Chaco ,Facultad de Arquitectura y Urbanismo,San Fernando,ARG,Chaco,Universidad Nacional del Nordeste,342,-27.4632179,-58.9857119,"(-27.4632179, -58.9857119)",U00102
Monteagudo 2772 - Pergamino - Buenos Aires ,Escuela de Tecnología - Sede Pergamino,Pergamino,ARG,Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,649,-33.9132385,-60.5896191,"(-33.9132385, -60.5896191)",U00140
Av. Calixto Calderón 424 - Chivilcoy - Buenos Aires ,Facultad de Ingeniería - sede Chivilcoy,Chivilcoy,ARG,Buenos Aires,Universidad Nacional de Lomas de Zamora,651,-34.9089043,-60.0328631,"(-34.908904299999996, -60.03286310000001)",U00141
Funes (Complejo Universitario) 3350 - Mar Del Plata - Buenos Aires ,"Facultad de Arquitectura, Urbanismo y Diseño",General Pueyrredón,ARG,Buenos Aires,Universidad Nacional de Mar del Plata,370,-38.0266709,-57.620948,"(-38.0266709, -57.620948)",U00013
Carhue 832 - Obera - Misiones ,Facultad de Arte y Diseño,Oberá,ARG,Misiones,Universidad Nacional de Misiones,656,-27.48617,-55.1072,"(-27.48617, -55.1072)",U00142
Av. Bartolomé Mitre 1891 - Moreno - Buenos Aires ,Departamento de Ciencias Aplicadas y Tecnologías,Moreno,ARG,Buenos Aires,Universidad Nacional de Moreno,658,-34.65254,-58.7772034,"(-34.65254, -58.7772034)",U00143
Roque Saenz Peña 352 - Bernal - Buenos Aires ,Departamento de Ciencia y Tecnología,Quilmes,ARG,Buenos Aires,Universidad Nacional de Quilmes,380,-34.70629,-58.27705,"(-34.70629, -58.27705)",U00107
Boulevar Roca 989 - Rafaela - Santa Fé ,Secretaría Académica,Castellanos,ARG,Santa Fe,Universidad Nacional de Rafaela,660,-31.2533,-61.49084,"(-31.2533, -61.490840000000006)",U00144
San Martín 2650 - El Bolson - Río Negro ,El Bolsón - Sede Andina,Bariloche,ARG,Rio Negro,Universidad Nacional de Río Negro,666,-41.965399,-71.5358631,"(-41.965399, -71.5358631)",U00145
Riobamba 220 bis - Rosario - Santa Fé ,"Facultad de Arquitectura, Planeamiento y Diseño",Rosario,ARG,Santa Fe,Universidad Nacional de Rosario,668,-32.9652275,-60.6300366,"(-32.965227500000005, -60.630036600000004)",U00034
25 de Mayo 1405 - Barrio Gral. San Martin - Buenos Aires ,Instituto de Arquitectura y Urbanismo,25 de Mayo,ARG,Buenos Aires,Universidad Nacional de San Martín,675,-35.4322359,-60.1784329,"(-35.4322359, -60.178432900000004)",U00146
Av. Roca 1800 - San Miguel De Tucuman - Tucumán ,Facultad de Arquitectura y Urbanismo,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,676,-26.80773,-65.25292,"(-26.80773, -65.25291999999999)",U00147
Bolivar 700 - San Miguel De Tucuman - Tucumán ,Facultad de Artes,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,677,-26.8398746,-65.2099272,"(-26.839874600000005, -65.2099272)",U00148
Av. Independencia 1800 - San Miguel De Tucuman - Tucumán ,Facultad de Ciencias Exactas y Tecnología,San Miguel de Tucumán,ARG,Tucuman,Universidad Nacional de Tucumán,678,-26.844555,-65.2296532,"(-26.844555, -65.2296532)",U00035
Arturo Jauretche 1555 - Villa María - Córdoba ,Instituto Académico Pedagógico de Ciencias Humanas,Santa María,ARG,Cordoba,Universidad Nacional de Villa María,679,-31.6504,-64.41262,"(-31.6504, -64.41261999999999)",U00149
Inglaterra 35 - Salliquelo - Buenos Aires ,Sede Académica Salliqueló,Salliqueló,ARG,Buenos Aires,Universidad Provincial del Sudoeste,685,-36.7545624,-62.9644276,"(-36.7545624, -62.96442760000001)",U00150
San Martín 1171 - Campana - Buenos Aires ,Facultad Regional Delta,Campana,ARG,Buenos Aires,Universidad Tecnológica Nacional,686,-34.1787535,-58.9618508,"(-34.1787535, -58.96185079999999)",U00151
Acuña 49 - Rafaela - Santa Fé ,Facultad Regional Rafaela,Castellanos,ARG,Santa Fe,Universidad Tecnológica Nacional,687,-31.24796,-61.46983,"(-31.24796, -61.46983)",U00152
Rivadavia 1050 - San Miguel De Tucuman - Tucumán ,Facultad Regional Tucumán,San Miguel de Tucumán,ARG,Tucuman,Universidad Tecnológica Nacional,688,-26.82775,-65.21044,"(-26.82775, -65.21044)",U00153
Av. Figueroa Alcorta 7350 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Escuela de Arquitectura y Estudios Urbanos,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Torcuato Di Tella,689,-34.5478312,-58.4489132,"(-34.547831200000005, -58.4489132)",U00154
Uriarte 2472 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Sede Central,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Escuela Superior de Economía y Administración de Empresas,690,-34.58092,-58.42301,"(-34.58092, -58.42301)",U00155
Bartolomé Mitre 1869 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Area Transdepartamental de Crítica del Arte,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,638,-34.60806,-58.39301,"(-34.608059999999995, -58.39301)",U00012
Sanchez de Loria 443 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Carreras de Folklore,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,693,-34.61474,-58.41285,"(-34.614740000000005, -58.41285)",U00156
Bolívar 1674 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Carreras de Formación Docente,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,699,-34.62788,-58.3724,"(-34.62788, -58.3724)",U00157
Rocamora 4141 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Audiovisuales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,707,-34.59927,-58.42267,"(-34.599270000000004, -58.42267)",U00158
Sanchez de Loria 443 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes del Movimiento Maria Ruanova,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,693,-34.61474,-58.41285,"(-34.614740000000005, -58.41285)",U00156
Avda Cordoba 2445 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Musicales y Sonoras Carlos Lopez Buchardo,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,716,-34.5994,-58.40186,"(-34.5994, -58.40186)",U00159
Bartolomé Mitre 1869 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Departamento de Artes Visuales Prilidiano Pueyrredón,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Instituto Universitario Nacional del Arte,638,-34.60806,-58.39301,"(-34.608059999999995, -58.39301)",U00012
Rivadavia 2263 - Gral. Roca - Río Negro ,Departamento de Arte Dramático,General Roca,ARG,Rio Negro,Instituto Universitario Patagónico de las Artes,729,-39.05457,-67.39302,"(-39.05457, -67.39301999999999)",U00160
Rivadavia 2263 - Gral. Roca - Río Negro ,Departamento de Artes Audiovisuales,General Roca,ARG,Rio Negro,Instituto Universitario Patagónico de las Artes,729,-39.05457,-67.39302,"(-39.05457, -67.39301999999999)",U00160
Rivadavia 2263 - Gral. Roca - Río Negro ,Departamento de Artes del Movimiento,General Roca,ARG,Rio Negro,Instituto Universitario Patagónico de las Artes,729,-39.05457,-67.39302,"(-39.05457, -67.39301999999999)",U00160
Rivadavia 2263 - Gral. Roca - Río Negro ,Departamento de Artes Visuales,General Roca,ARG,Rio Negro,Instituto Universitario Patagónico de las Artes,729,-39.05457,-67.39302,"(-39.05457, -67.39301999999999)",U00160
Rivadavia 2263 - Gral. Roca - Río Negro ,Departamento de Música,General Roca,ARG,Rio Negro,Instituto Universitario Patagónico de las Artes,729,-39.05457,-67.39302,"(-39.05457, -67.39301999999999)",U00160
Av. Alicia Moreau de Justo 1500 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Artes y Ciencias Musicales,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Pontificia Universidad Católica Argentina Santa María de los Buenos Aires,747,-34.61572,-58.36597,"(-34.61572, -58.36597)",U00002
Chacabuco 90 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,Facultad de Psicología y Relaciones Humanas,Ciudad de Buenos Aires,ARG,Ciudad Autonoma De Buenos Aires,Universidad Abierta Interamericana,2,-34.60908,-58.37636,"(-34.60908, -58.37636)",U00008
Av. Pellegrini 1816 - Rosario - Santa Fé ,Facultad de Psicología y Relaciones Humanas - Rosario,Rosario,ARG,Santa Fe,Universidad Abierta Interamericana,450,-33.0316896,-60.6372831,"(-33.0316896, -60.6372831)",U00054
